DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,543,22,694,14,818,26.354250680746006,109.89690331577465,681.7488460034793
20240728,103,22,48,7,820,70.91021899185296,86.21310226915288,662.8766787389941
20240728,638,22,269,6,649,78.96748650802887,90.53586853952017,479.496644952451
20240728,3,22,191,14,677,35.55700394715993,83.48616965752096,557.9568263953191
20240728,659,22,739,9,585,32.327145676011575,49.412550274471265,503.2603040495172
20240728,647,22,116,5,680,63.84584846226096,56.86514086362906,559.2890106741099
20240728,271,22,513,11,182,7.856665638865558,18.531770752540854,155.6115636085936
20240728,803,22,998,13,285,12.62464573164414,16.99267457896425,255.3826796893916
20240728,208,22,708,11,196,6.767464573134342,19.08957092801255,170.1429644988531
20240728,734,22,612,3,979,23.016101519723723,93.14695511189039,862.8369433683858
20240728,845,22,229,15,551,73.43694493739606,71.90529123851493,405.657763824089
20240728,437,22,641,18,648,97.16198933419996,42.02978978101017,508.8082208847899
20240728,551,22,952,18,267,27.727796240760444,16.881518622925235,222.39068513631432
20240728,488,22,850,18,711,49.32510188525706,104.49818191523808,557.1767161995049
20240728,508,22,415,15,847,22.781952561657704,65.4676451829716,758.7504022553707
20240728,96,22,990,20,245,26.897189403862427,26.905034443316474,191.1977761528211
20240728,335,22,360,4,780,21.410576398560416,45.00182400620111,713.5875995952384
20240728,890,22,625,2,347,20.645696119722423,28.493698700004472,297.8606051802731
20240728,176,22,775,2,551,51.10763498183161,36.6324149929145,463.2599500252539
20240728,189,22,670,12,508,22.28907425326167,64.1427518662847,421.5681738804536
20240728,590,22,344,13,673,46.39821143343597,61.40028989263892,565.2014986739251
20240728,259,22,238,13,365,12.652135584240147,22.67044032818573,329.67742408757414
20240728,835,22,738,15,155,12.230084513257191,20.31009392099622,122.45982156574658
20240728,695,22,839,9,125,5.333965123409194,18.064646867643557,101.60138800894725
20240728,304,22,896,3,304,36.01825128257742,30.19758308790676,237.78416562951583
20240728,431,22,44,14,281,40.464137147557224,36.90293973957164,203.63292311287114
20240728,267,22,29,5,960,118.72325145741063,130.88201875147357,710.3947297911159
20240728,371,22,572,7,497,71.76725518783796,31.749365640000228,393.4833791721618
20240728,435,22,432,10,881,127.67981548565619,47.671006458646076,705.6491780556978
20240728,755,22,838,7,335,32.928050056286814,39.47651626418488,262.5954336795283
20240728,543,22,217,18,102,4.093345628739656,12.737816147308571,85.16883822395178
20240728,576,22,884,5,765,48.74461314895377,90.53742487372205,625.7179619773242
20240728,255,22,852,8,936,38.180251395954926,47.376099688444256,850.4436489156008
20240728,915,22,647,5,445,33.652539705647236,26.529359128166387,384.81810116618635
20240728,18,22,659,13,676,35.225147032488366,101.1515697719721,539.6232831955396
20240728,605,22,544,2,776,68.81990487342725,88.9064173480345,618.2736777785383
20240728,398,22,968,16,157,12.973577154612443,18.434540380715767,125.59188246467178
20240728,502,22,323,9,154,15.262333336160582,22.370549956526403,116.36711670731302
20240728,746,22,206,9,804,64.78964056723748,85.04421489838785,654.1661445343747
20240728,471,22,453,19,721,53.00918749374106,46.82620140104136,621.1646111052175
20240728,556,22,483,9,775,111.15982963214796,60.34724733933851,603.4929230285136
20240728,111,22,860,3,617,16.17480467587659,62.920404318091464,537.9047910060319
20240728,355,22,57,4,835,47.846068634674324,102.31100501496881,684.8429263503568
20240728,721,22,897,5,911,109.51945223081584,67.23325311823633,734.2472946509479
20240728,113,22,572,6,780,97.13762009468964,80.56296337182974,602.2994165334806
20240728,440,22,947,17,263,20.666867435660127,15.655757639410796,226.67737492492907
20240728,290,22,36,1,896,101.84642881525278,45.78368423019752,748.3698869545497
20240728,956,22,89,3,766,65.81750044890344,46.458779414185955,653.7237201369106
20240728,801,22,688,19,871,124.58783282861926,94.99203240694752,651.4201347644332
20240728,556,22,55,8,585,46.64894597375563,61.21588177512623,477.13517225111815
20240728,931,22,51,11,556,41.29544933844849,67.12854220988314,447.5760084516684
20240728,582,22,205,18,729,67.647632873679,46.19842118956801,615.153945936753
20240728,325,22,973,18,949,135.60678655078198,96.54110686744738,716.8521065817706
20240728,210,22,328,3,508,14.37210300621929,64.19861456565502,429.4292824281257
20240728,82,22,17,15,515,48.91177519531798,72.25643471839626,393.83179008628576
20240728,765,22,738,19,753,16.496684039106132,83.66330313167992,652.840012829214
20240728,914,22,708,5,454,30.063970768268515,60.16656502727957,363.76946420445194
20240728,37,22,352,4,153,7.8626538098683785,16.86432694304803,128.2730192470836
20240728,124,22,95,8,618,85.08210533979182,86.00089479643648,446.9169998637717
20240728,339,22,839,18,591,41.30339334501325,49.424502149748356,500.2721045052384
20240728,652,22,835,3,311,19.814337975831933,33.72698447526854,257.4586775488995
20240728,462,22,634,2,900,90.65085311796476,110.60228210336084,698.7468647786744
20240728,700,22,264,20,514,68.22644858268238,43.84806025471086,401.92549116260676
20240728,917,22,335,14,540,72.35860579166084,30.884736741172382,436.75665746716675
20240728,172,22,469,11,999,135.70956901441158,85.37773272583195,777.9126982597564
20240728,740,22,794,1,819,50.45174067848897,70.69537594347265,697.8528833780383
20240728,604,22,299,2,383,29.798660144501525,45.80262699761205,307.39871285788644
20240728,815,22,831,17,786,21.372844743943478,88.18843791091498,676.4387173451415
20240728,344,22,188,4,110,16.40784385315891,14.87053632053862,78.72161982630247
20240728,667,22,896,9,206,9.072799551904813,28.524831888317447,168.40236855977776
20240728,347,22,427,16,506,42.64478252667621,29.758721172378948,433.59649630094486
20240728,23,22,509,4,504,42.00963295765195,46.86646845284866,415.1238985894994
20240728,545,22,310,8,924,32.81493733438693,133.0669936223123,758.1180690433007
20240728,991,22,935,7,855,57.33651637296399,54.14346477144594,743.52001885559
20240728,695,22,56,1,333,22.370105718553198,40.95720564740255,269.6726886340442
20240728,818,22,665,18,992,42.17082974036803,136.48185205524234,813.3473182043897
20240728,443,22,349,6,518,54.05262252502454,61.80412469678342,402.14325277819205
20240728,35,22,823,10,625,31.984884401398553,58.678745459751006,534.3363701388505
20240728,819,22,815,6,120,7.747006725333165,10.578252282560335,101.6747409921065
20240728,464,22,405,9,258,11.287521531771743,18.284024432802134,228.4284540354261
20240728,797,22,537,1,942,63.49365303249521,81.27051346169944,797.2358335058053
20240728,540,22,761,18,934,100.12926530942558,46.79075447689963,787.0799802136748
20240728,501,22,942,9,144,5.532557653579492,15.28807198615715,123.17937036026336
20240728,60,22,579,17,720,22.972968374642043,107.13524711741105,589.8917845079469
20240728,254,22,699,10,502,70.100323785718,25.911134344867666,405.98854186941435
20240728,454,22,29,20,191,25.72637081066042,27.349314925335783,137.92431426400378
20240728,420,22,901,4,385,11.324185187342923,42.63369047700012,331.0421243356569
20240728,346,22,332,19,496,63.004038780133875,29.365104175436983,403.63085704442915
20240728,668,22,233,6,671,40.629331828038644,76.30733149161202,554.0633366803494
20240728,749,22,161,18,488,40.069458448442745,57.311407736425515,390.6191338151317
20240728,654,22,505,6,740,109.06242529528015,63.36303195804684,567.574542746673
20240728,9,22,823,9,819,73.51388097098456,75.8679044910945,669.618214537921
20240728,307,22,82,18,164,9.826737995333678,20.353227224271926,133.8200347803944
20240728,982,22,22,11,651,16.91682736338626,88.9909997619434,545.0921728746704
20240728,677,22,86,14,763,77.01166531474705,101.79953504434006,584.1887996409129
20240728,328,22,638,11,785,73.72594018753148,54.08292803740453,657.191131775064
20240728,482,22,44,11,876,43.80180404845439,50.135394996973965,782.0628009545717
20240728,559,22,446,19,678,26.862244730107506,41.525823372987304,609.6119318969052
20240728,701,22,551,19,937,53.91611201054776,77.00188454938436,806.0820034400679
20240728,774,22,668,14,264,36.765467707556446,13.834976353520155,213.3995559389234
20240728,224,22,401,14,635,64.94489520301565,60.95980786697641,509.095296930008
20240728,684,22,380,4,555,47.6747244367276,68.34462078937673,438.98065477389565
20240728,536,22,736,5,580,83.28450992398095,48.39014651618499,448.3253435598341
20240728,848,22,486,20,103,11.190294132602647,11.832142646867778,79.97756322052958
20240728,682,22,579,20,977,75.58459233387234,144.58542994442064,756.829977721707
20240728,250,22,308,4,519,29.17136642515921,70.20768862774996,419.62094494709083
