DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,594,94,73,15,942,99.2538113666551,122.1687279906205,720.5774606427244
20240728,708,94,872,10,904,29.54037083390353,126.162101165261,748.2975280008354
20240728,780,94,373,19,502,14.38398659463304,69.81578469287993,417.800228712487
20240728,89,94,221,6,736,110.08253136162266,44.6547101139265,581.2627585244509
20240728,311,94,599,14,298,43.17605129987316,40.513047298022585,214.31090140210426
20240728,119,94,188,5,549,33.67680898598859,50.13748093285619,465.1857100811552
20240728,161,94,61,2,122,12.742220642592953,8.634010967047551,100.62376839035949
20240728,290,94,638,17,569,43.21798813476331,73.18423129250152,452.59778057273513
20240728,534,94,993,8,993,92.45231554008711,68.47968408345174,832.0680003764612
20240728,39,94,139,8,421,37.55964457374071,59.88593028569188,323.55442514056745
20240728,425,94,552,20,278,37.40607640841146,23.558083254100023,217.03584033748854
20240728,399,94,618,8,324,21.877982931350846,45.063329426412295,257.05868764223686
20240728,196,94,393,3,291,41.70942005857086,32.4299289610795,216.86065098034965
20240728,713,94,593,1,990,110.05238629460185,55.85140641460343,824.0962072907947
20240728,552,94,322,4,711,77.32011181047253,49.58150967489634,584.0983785146311
20240728,50,94,847,14,781,89.90911322823993,72.19690543275279,618.8939813390073
20240728,145,94,706,11,743,91.31190550566924,91.44652364068257,560.2415708536482
20240728,485,94,341,4,565,30.38080793346334,36.237252229059735,498.3819398374769
20240728,164,94,287,3,290,42.9397395088388,15.475046624892268,231.58521386626893
20240728,1000,94,628,11,676,19.325140191464797,80.14022292617736,576.5346368823579
20240728,722,94,923,10,224,17.188071005873596,18.235650989785,188.57627800434142
20240728,77,94,195,9,303,31.834613252329035,40.89951650839125,230.2658702392797
20240728,704,94,509,14,730,50.112947760893185,37.109173728460455,642.7778785106464
20240728,587,94,532,4,505,67.15734445533485,70.78278312605278,367.0598724186124
20240728,173,94,417,14,206,21.38633430113872,20.878057428118595,163.7356082707427
20240728,363,94,382,9,436,56.32307091716344,43.820069072874674,335.8568600099619
20240728,723,94,137,11,207,9.345594273915092,22.506630520259108,175.1477752058258
20240728,104,94,462,8,918,44.48635747781818,82.90253792371894,790.6111045984628
20240728,766,94,644,14,475,11.119360327843866,49.70399056320619,414.17664910894996
20240728,686,94,904,2,379,40.960122331104046,25.39615029432854,312.64372737456745
20240728,696,94,999,13,643,54.43561253312536,52.331189014380215,536.2331984524944
20240728,703,94,319,13,392,15.899570700435905,37.31957707740211,338.78085222216197
20240728,494,94,555,19,866,59.74188765380819,110.35854043362313,695.8995719125687
20240728,692,94,92,8,597,47.74680994344699,34.1518418839074,515.1013481726457
20240728,671,94,379,14,568,84.7120306375782,81.73914897470463,401.54882038771717
20240728,689,94,269,4,133,19.622579316975138,10.955122148621504,102.42229853440335
20240728,583,94,127,8,318,38.25417392317741,22.0296692051288,257.7161568716938
20240728,300,94,900,14,301,11.490829430771333,38.11052440423603,251.39864616499264
20240728,16,94,451,18,772,19.82857437102271,45.29798589533437,706.873439733643
20240728,837,94,925,1,251,27.32775429726367,18.59316638990209,205.07907931283424
20240728,645,94,553,19,997,49.48360024180789,143.15916917823776,804.3572305799544
20240728,97,94,160,18,661,67.7196234603208,45.449411501613774,547.8309650380654
20240728,100,94,523,8,288,27.833304065468926,19.36631615409168,240.80037978043939
20240728,406,94,740,1,108,6.913592415502878,12.83439524151948,88.25201234297765
20240728,7,94,261,12,907,59.38915028417827,91.59501904503853,756.0158306707832
20240728,878,94,852,2,947,24.992011140766387,97.66180811785736,824.3461807413762
20240728,136,94,886,14,286,18.17064300908424,32.95021813721243,234.87913885370332
20240728,265,94,822,7,778,110.98029060947074,78.25682695897378,588.7628824315555
20240728,461,94,515,12,654,71.80676708800496,67.81863911720487,514.3745937947901
20240728,703,94,686,2,840,37.20827447896484,92.95903896970599,709.8326865513292
20240728,724,94,878,8,637,25.704958114426752,65.2326975177795,546.0623443677937
20240728,278,94,489,4,587,67.89306854953087,68.99600426834668,450.11092718212245
20240728,676,94,84,13,365,34.38493798911957,27.177547815572296,303.43751419530815
20240728,902,94,402,17,385,7.992555075887465,23.058176612065285,353.94926831204725
20240728,81,94,860,7,886,58.63704494766476,53.971981613126246,773.390973439209
20240728,898,94,913,20,530,22.690536107961027,47.2610233676207,460.04844052441825
20240728,310,94,842,4,324,29.906455932853095,45.28496350768144,248.80858055946547
20240728,943,94,157,3,821,53.71868727170562,61.379939924819254,705.9013728034752
20240728,532,94,381,16,245,14.025069241808959,33.38315899881932,197.59177175937174
20240728,264,94,108,6,180,12.718525550954514,13.582343574359914,153.69913087468558
20240728,964,94,763,19,469,20.108838341999846,38.923956451155796,409.96720520684437
20240728,783,94,38,9,483,17.4300840580233,43.14618616056668,422.42372978141003
20240728,772,94,979,5,121,14.745593971358703,12.072430520481216,94.18197550816008
20240728,433,94,561,12,352,7.955768873131898,23.736528893486934,320.3077022333812
20240728,357,94,571,5,316,36.44089728376836,25.340103438172033,254.2189992780596
20240728,935,94,775,2,567,38.87959561590278,47.96164039094201,480.1587639931552
20240728,719,94,940,6,851,107.59046722064515,112.3742392195073,631.0352935598476
20240728,371,94,695,14,852,55.08771713819248,60.02167441592527,736.8906084458822
20240728,671,94,622,2,189,10.844253651706738,21.743237908025552,156.41250844026771
20240728,24,94,163,18,465,21.43094468680235,66.5708898961068,376.99816541709083
20240728,926,94,857,13,969,136.9535815070896,135.26254190054397,696.7838765923664
20240728,598,94,191,16,922,120.23429370512663,47.48205743857498,754.2836488562984
20240728,80,94,911,4,247,13.245163174356195,36.270983495920866,197.48385332972293
20240728,283,94,988,3,703,60.78068759066101,41.755199234494135,600.4641131748449
20240728,610,94,328,4,964,105.02252509654647,108.24694959759626,750.7305253058573
20240728,973,94,294,9,861,56.222611752704395,94.83093132643712,709.9464569208585
20240728,940,94,429,17,771,114.11446725587771,110.05087968597222,546.83465305815
20240728,719,94,330,7,770,52.50002656601247,96.53405221970078,620.9659212142867
20240728,248,94,470,11,324,26.882873459208888,23.99290753562183,273.12421900516927
20240728,39,94,389,18,702,50.43107483749793,96.47889828524822,555.0900268772539
20240728,801,94,993,20,338,33.57161605590797,33.21172276890655,271.2166611751855
20240728,815,94,971,18,183,17.90452380433819,11.6608949322179,153.4345812634439
20240728,265,94,820,5,245,7.864106506812263,26.63013500916371,210.50575848402403
20240728,417,94,835,19,805,97.33091064204082,52.79837972545327,654.8707096325059
20240728,116,94,798,17,251,34.599745911271576,36.771966720299865,179.62828736842857
20240728,241,94,834,2,716,37.64671627569282,84.92666258204936,593.4266211422578
20240728,335,94,637,15,918,19.87395171399374,134.03316164793748,764.0928866380688
20240728,543,94,441,8,701,32.649728502820395,80.62301045809082,587.7272610390888
20240728,727,94,11,13,244,20.62748988301095,35.499491680544665,187.8730184364444
20240728,187,94,91,20,119,3.561475657377583,14.976919153879734,100.46160518874268
20240728,751,94,429,18,991,70.15501425511863,102.3663821730275,818.4786035718539
20240728,463,94,22,14,823,41.544775163212634,68.56626635400136,712.888958482786
20240728,953,94,277,6,125,14.345946797423366,9.531118661244466,101.12293454133217
20240728,315,94,278,13,499,35.578349315188476,70.58890415427516,392.8327465305364
20240728,256,94,157,6,546,37.84387275530091,55.523483825346645,452.63264341935246
20240728,684,94,541,14,316,10.136724337112819,40.136290657899195,265.72698500498797
20240728,383,94,147,12,137,5.744723627879799,10.143733381553533,121.11154299056668
20240728,46,94,283,13,611,53.29945563996685,58.55485506184226,499.14568929819086
20240728,38,94,867,3,845,21.605240153774155,113.20664236689454,710.1881174793314
