DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,321,46,955,10,968,44.245328627781525,119.17337753326,804.5812938389585
20240728,503,46,420,11,915,114.2584828013936,119.6372395904519,681.1042776081545
20240728,347,46,364,3,241,10.427995029865977,31.18171466120987,199.39029030892414
20240728,852,46,30,16,207,29.138874843540567,24.568389993202306,153.29273516325713
20240728,573,46,861,11,755,64.8692753288227,90.27326385640764,599.8574608147696
20240728,954,46,652,13,210,13.351039690606937,20.310484244669766,176.3384760647233
20240728,834,46,495,5,782,55.68134759468155,97.6403892779316,628.6782631273868
20240728,626,46,423,19,983,37.037450636509526,89.8483456374732,856.1142037260173
20240728,530,46,215,1,207,15.900227576224193,18.431412207213217,172.66836021656258
20240728,182,46,836,7,716,68.73178334935967,68.36246921266576,578.9057474379746
20240728,241,46,858,13,714,21.467015460856732,67.6196355918964,624.9133489472468
20240728,269,46,911,4,180,23.591924818034375,26.818606139726946,129.58946904223868
20240728,997,46,924,9,897,83.97315960560204,64.65683907448485,748.3700013199132
20240728,774,46,720,4,365,15.667065095372267,41.84188090130784,307.4910540033199
20240728,533,46,607,13,253,37.418213103657415,23.09086446458105,192.49092243176153
20240728,505,46,977,10,293,19.773289256378924,30.842476327556565,242.38423441606452
20240728,979,46,1000,14,267,10.514542529825285,15.965809655570084,240.51964781460464
20240728,88,46,17,19,183,16.26391532992204,17.633799239574323,149.10228543050363
20240728,535,46,551,6,366,26.357043424050314,18.67547189192824,320.96748468402143
20240728,547,46,751,2,327,24.05686682671371,40.039086428443994,262.9040467448423
20240728,537,46,305,10,631,53.20103561033344,32.26772849648473,545.5312358931818
20240728,752,46,16,16,538,53.27592101314964,64.06246755711554,420.6616114297348
20240728,249,46,560,20,357,35.226414167869734,39.767260976404465,282.0063248557258
20240728,416,46,713,4,584,69.12352371765219,85.91869848147816,428.9577778008696
20240728,918,46,336,18,402,11.211387997931212,32.542861281249685,358.2457507208191
20240728,723,46,965,8,708,64.84783154247467,69.1044985097195,574.0476699478058
20240728,330,46,18,19,163,12.947238195008863,18.03717222119394,132.01558958379718
20240728,676,46,15,11,997,117.58801419594676,79.4090317369239,800.0029540671294
