DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,401,28,243,20,608,37.209437178108445,43.54815518682169,527.2424076350699
20240728,193,28,765,18,662,88.04998225413694,95.14629946311335,478.80371828274974
20240728,73,28,994,19,989,140.5747995076172,128.3061828363898,720.119017655993
20240728,337,28,518,8,786,96.07210524296212,51.088442880994215,638.8394518760437
20240728,97,28,582,8,515,51.93185580582389,69.92399898195642,393.14414521221966
20240728,541,28,470,11,231,11.537662238206295,20.681721586004855,198.78061617578885
20240728,229,28,379,1,907,78.74931664874343,47.12631677375018,781.1243665775064
20240728,215,28,867,11,232,32.434060350633104,17.508032216340727,182.05790743302617
20240728,272,28,888,15,721,93.59632499876004,52.3074431223991,575.0962318788409
20240728,525,28,193,4,967,132.46670884657792,54.31185077002211,780.2214403834
20240728,535,28,506,1,229,31.85273162558775,23.40643355858363,173.74083481582863
20240728,848,28,210,5,569,43.847723021525915,54.86511061376962,470.2871663647045
20240728,495,28,207,14,757,76.42660918145549,77.03337933563526,603.5400114829092
20240728,856,28,191,20,983,37.96253681002003,125.6050693972432,819.4323937927368
20240728,693,28,268,16,877,62.71369405469582,113.19461885675433,701.0916870885499
20240728,501,28,365,11,767,87.10103313722915,78.08536201523182,601.813604847539
20240728,12,28,162,18,736,25.373480670528306,108.62760140327448,601.9989179261972
20240728,169,28,747,13,567,83.77468734729825,83.22195146561762,400.0033611870841
20240728,980,28,382,20,540,48.83093587025913,43.702468208565826,447.46659592117504
20240728,344,28,880,19,820,63.6837226403708,102.46015436262566,653.8561229970035
20240728,812,28,498,9,275,36.600321879355405,26.987109866326183,211.41256825431842
20240728,922,28,875,6,120,5.883576947922455,9.60999837643604,104.50642467564151
20240728,890,28,152,13,134,8.745038026634646,14.540853080905745,110.7141088924596
20240728,835,28,314,3,145,17.014142753442027,14.291037762417302,113.69481948414068
20240728,359,28,80,17,208,4.658902565879168,20.107114299326966,183.23398313479387
20240728,377,28,163,5,486,61.41615239205566,47.94339350831359,376.64045409963074
20240728,452,28,431,18,549,22.19603449530262,36.85823460141881,489.94573090327856
20240728,902,28,117,1,795,32.3805565308836,106.53824619713757,656.0811972719788
20240728,297,28,798,19,755,40.77731698544727,60.67030444266001,653.5523785718927
20240728,10,28,604,19,736,58.38749282163616,81.65646663874496,595.9560405396189
20240728,457,28,828,11,843,91.86952749514697,65.34646220197298,685.78401030288
20240728,830,28,465,8,738,61.794954665781624,57.74339377893612,618.4616515552823
20240728,212,28,657,4,207,12.383417099726248,24.049272321846523,170.56731057842723
20240728,547,28,371,7,867,79.38703277975831,101.57375852282026,686.0392086974214
